STATION,NAME,DATE,AWND,TAVG,TMAX,TMIN,WSF2,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USW00014765,"PROVIDENCE, RI US",2011-01-11,3.8,,32,19,10.1,,,,,,,,,,,,,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2011-01-12,18.57,,33,25,31.1,1,1,1,1,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-01-13,11.41,,32,17,19.9,,,,,,,,,,,,,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2011-01-14,5.59,,25,12,10.1,,,,,,,,,,,,,,,,,1,1,,
USW00014765,"PROVIDENCE, RI US",2011-01-15,6.93,,34,5,17.9,1,,,,,,,,,,,1,,,1,,1,,,
USW00014765,"PROVIDENCE, RI US",2011-01-16,8.5,,34,20,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-01-17,6.04,,22,13,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-01-18,9.4,,39,19,17.9,1,,,1,,,,,,,,,1,,1,,1,,,
USW00014765,"PROVIDENCE, RI US",2011-01-19,8.05,,41,33,16.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-01-20,6.93,,33,27,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-01-21,12.08,,31,20,23.9,1,,,1,,,,,,,,1,,,,,1,,,1
USW00014765,"PROVIDENCE, RI US",2011-01-22,4.47,,24,11,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-01-23,8.5,,23,3,21,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-01-24,6.04,,16,-2,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-01-25,2.01,,33,10,13,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2011-01-26,9.84,,34,12,25.9,1,1,,1,,,,,,,,,1,,1,,1,,,
USW00014765,"PROVIDENCE, RI US",2011-01-27,12.53,,34,22,29.1,1,1,,1,,,,,1,,,,,,,,1,,,1
USW00014765,"PROVIDENCE, RI US",2011-01-28,1.79,,34,13,8.1,1,,,,,,,1,,,,1,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2011-01-29,4.03,,37,22,12.1,1,,,,,,,1,,,,1,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2011-01-30,4.25,,37,16,15,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-01-31,5.14,,28,14,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-02-01,10.07,,23,16,19.9,1,1,,1,,1,,,,,,,1,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2011-02-02,9.62,,35,21,21,1,,,1,,1,,,,,,,1,,1,,1,,,
USW00014765,"PROVIDENCE, RI US",2011-02-03,7.16,,26,13,17,,,,,,,,,,,,,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2011-02-04,8.28,,34,12,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-02-05,4.92,,48,15,33.1,1,1,1,1,,,,,,,,,1,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-02-06,11.41,,44,31,28,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-02-07,4.47,,39,27,16.1,1,,,,,,,,,,,1,1,,1,,1,,,
USW00014765,"PROVIDENCE, RI US",2011-02-08,12.3,,38,17,33.1,1,,,,,,,,,,,1,,,1,,1,,,
USW00014765,"PROVIDENCE, RI US",2011-02-09,10.07,,29,12,21,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-02-10,8.05,,27,13,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-02-11,6.26,,30,6,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-02-12,8.72,,39,11,23.9,,,,,,,,,,,,,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2011-02-13,11.63,,40,21,23,,,,,,,,,,,,,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2011-02-14,13.2,,52,37,28,,,,,,,,,,,,,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-02-15,14.76,,37,20,29.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-02-16,6.71,,39,17,21,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-02-17,4.03,,52,30,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-02-18,7.61,,60,34,25.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-02-19,19.01,,46,18,36,,,,,,,,,,,,,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2011-02-20,12.08,,38,16,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-02-21,9.17,,30,17,21.9,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2011-02-22,10.07,,38,13,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-02-23,7.61,,43,18,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-02-24,6.26,,41,16,15,,,,,,,,,,,,,,,1,,1,,,
USW00014765,"PROVIDENCE, RI US",2011-02-25,10.51,,52,30,40,1,,,,,,,,,,,1,,,1,,1,,,
USW00014765,"PROVIDENCE, RI US",2011-02-26,8.5,,38,28,17,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2011-02-27,6.93,,35,24,17.9,1,,,1,,,,,,,,,1,,1,,1,,,
USW00014765,"PROVIDENCE, RI US",2011-02-28,9.84,,51,25,23.9,1,1,,,,,,,,,,,,,1,1,1,,,
USW00014765,"PROVIDENCE, RI US",2011-03-01,10.29,,41,26,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-03-02,16.11,,48,24,30,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-03-03,9.17,,30,13,23,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-03-04,7.38,,35,18,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-03-05,13.42,,56,34,29.1,,,,,,,,,,,,,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-03-06,15.43,,63,45,31.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-03-07,18.12,,53,29,31.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-03-08,6.49,,46,25,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-03-09,9.4,,42,27,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-03-10,11.18,,46,35,21,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-03-11,8.05,,52,38,21.9,1,1,,,,,,,,,,,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-03-12,10.07,,54,35,23,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-03-13,9.17,,53,34,23.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-03-14,6.04,,41,28,13,,,,,,,,,,,,,1,,1,,1,,,
USW00014765,"PROVIDENCE, RI US",2011-03-15,5.82,,42,27,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-03-16,5.37,,49,33,15,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-03-17,5.14,,57,31,16.1,1,,,,,,,,,,,1,,,,,,,1,
USW00014765,"PROVIDENCE, RI US",2011-03-18,12.97,,73,41,28,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-03-19,9.4,,53,31,23,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-03-20,6.93,,46,28,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-03-21,8.28,,39,33,23.9,1,,,1,,,,,,,,,1,,1,,1,,,
USW00014765,"PROVIDENCE, RI US",2011-03-22,13.2,,46,35,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-03-23,6.04,,41,32,10.1,,,,1,,,,,,,,,1,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2011-03-24,10.74,,42,30,21,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2011-03-25,9.84,,45,27,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-03-26,12.08,,41,23,21,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-03-27,11.18,,45,25,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-03-28,12.53,,48,27,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-03-29,8.95,,51,29,21,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-03-30,7.83,,54,30,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-03-31,8.05,,48,32,16.1,1,,,,,,,,,,,1,1,,1,,1,,,
USW00014765,"PROVIDENCE, RI US",2011-04-01,12.97,,42,33,23,1,,,,,,,,,,,,1,,1,,1,1,,
USW00014765,"PROVIDENCE, RI US",2011-04-02,11.18,,55,37,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-03,11.86,,56,37,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-04,6.93,,50,36,19.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-05,18.12,,60,39,36,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-06,14.99,,55,34,25.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-07,5.82,,53,33,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-08,5.14,,53,29,17.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-09,6.71,,54,30,21,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-10,7.61,,56,31,21,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-11,10.96,,62,46,19.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-12,7.38,,60,45,17.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-13,9.4,,50,44,19.9,1,,1,,,,,,,,,,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-14,7.61,,66,43,19.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-15,10.29,,51,35,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-16,12.3,,50,31,33.1,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-17,16.78,,63,45,34.9,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-18,9.62,,62,39,21.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-19,6.93,,54,42,17,,,,,,,,,,,,,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-20,5.59,,54,41,14.1,1,1,,,,,,1,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-21,13.42,,57,39,31.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-22,7.38,,54,35,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-23,10.51,,53,43,23.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-24,4.25,,78,50,14.1,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-25,4.92,,68,51,13,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-26,10.29,,75,50,21.9,1,1,,,,,,,,,,1,1,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-27,12.53,,73,59,29.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-28,18.12,,65,59,33.1,1,,1,,,,,,,,,,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-29,8.05,,73,53,23,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-04-30,8.05,,62,46,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-01,8.28,,61,41,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-02,6.49,,68,39,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-03,8.5,,63,49,19.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-04,8.05,,64,47,16.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-05,11.41,,58,41,25.9,,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-06,12.53,,68,42,28,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-07,8.95,,68,48,25.1,,,1,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-08,9.62,,67,50,23,,,,,,,,,,,,,1,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-09,14.99,,69,51,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-10,17.45,,58,49,25.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-11,15.66,,64,48,25.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-12,11.18,,60,48,23,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-13,5.37,,70,42,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-14,8.05,,58,45,17,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-15,7.61,,64,50,16.1,1,,,,,,,1,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-16,12.3,,52,47,19.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-17,12.3,,53,48,17.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-18,8.05,,63,50,14.1,1,1,,,,,,,,,,,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-19,6.93,,70,54,14.1,1,,,,,,,1,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-20,4.47,,70,54,14.1,1,1,1,,,,,1,,,,,1,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-21,5.82,,73,51,17,1,1,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-22,8.5,,59,49,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-23,10.29,,64,49,19.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-24,8.05,,78,63,21.9,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-25,8.28,,78,57,19.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-26,6.04,,73,55,19.9,1,1,,,,,,1,,,,,1,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-27,6.93,,80,60,17,1,1,,,,,,1,,,,,1,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-28,9.4,,77,63,21.9,1,,,,,,,,,,,1,1,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-29,9.17,,81,63,19.9,1,1,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-30,5.37,,86,66,16.1,1,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-05-31,8.72,,83,62,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-01,11.86,,80,61,23,1,1,1,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-02,12.53,,76,54,28,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-03,10.29,,71,50,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-04,8.72,,73,49,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-05,6.04,,69,46,16.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-06,5.59,,78,54,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-07,4.47,,87,54,15,1,,,,,,,,,,,,,,,,,,1,
USW00014765,"PROVIDENCE, RI US",2011-06-08,5.14,,92,64,17,1,,1,,,,,,,,,,,,1,,,,1,
USW00014765,"PROVIDENCE, RI US",2011-06-09,8.72,,89,67,33.1,1,,1,,,,,1,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-10,7.38,,81,63,17,,,,,,,,1,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-11,7.83,,64,55,17.9,1,,,,,,,1,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-12,10.51,,60,53,17.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-13,4.25,,68,54,15,,,,,,,,,,,,,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-14,8.5,,64,54,17.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-15,8.5,,75,55,21,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-16,7.83,,86,53,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-17,8.5,,70,63,19.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-18,6.71,,84,63,15,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-19,6.93,,80,57,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-20,5.14,,81,54,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-21,5.82,,82,59,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-22,3.8,,71,66,13,1,,1,,,,,,,,,,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-23,9.84,,69,60,17.9,1,,1,,,,,,,,,,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-24,8.5,,69,59,15,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-25,6.71,,74,57,14.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-26,4.92,,76,63,16.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-27,6.04,,82,65,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-28,6.04,,80,65,15,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-29,7.83,,84,67,21,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-06-30,8.05,,82,61,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-01,5.14,,80,57,12.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-02,6.26,,81,63,17,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-03,7.38,,80,66,16.1,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-04,7.16,,87,67,17,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-05,6.04,,89,68,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-06,7.16,,90,67,19.9,,,,,,,,1,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-07,5.82,,89,70,12.1,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-08,4.7,,77,68,15,1,,1,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-09,8.72,,86,67,17.9,1,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-10,6.26,,82,60,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-11,9.4,,89,65,17,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-12,10.29,,92,73,19.9,,,,,,,,1,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-13,6.71,,87,66,23,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-14,10.96,,76,63,19.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-15,6.26,,84,60,16.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-16,5.82,,84,61,17,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-17,11.18,,89,66,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-18,8.28,,89,72,17,1,,,,,,,,,,,,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-19,4.92,,89,70,13,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-20,7.83,,89,65,21,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-21,11.63,,91,71,23.9,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-22,8.5,,101,76,19.9,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-23,5.37,,88,71,16.1,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-24,4.92,,84,69,14.1,,,1,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-25,3.58,,73,64,10.1,1,,,,,,,,,,,,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-26,5.14,,79,65,19.9,1,,1,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-27,6.93,,84,64,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-28,4.92,,84,67,13,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-29,8.95,,80,69,17.9,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-30,9.17,,89,70,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-07-31,6.26,,89,65,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-08-01,7.16,,91,68,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-08-02,7.61,,90,68,19.9,,,1,,,,,1,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-08-03,5.82,,82,64,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-08-04,7.16,,83,64,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-08-05,6.93,,81,66,16.1,,,,,,,,,,,,,1,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-08-06,9.17,,86,70,16.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-08-07,8.95,,78,70,21,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-08-08,3.8,,89,70,15,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-08-09,8.05,,81,68,17.9,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-08-10,6.71,,86,68,16.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-08-11,6.26,,82,63,17,1,1,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-08-12,6.71,,82,59,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-08-13,5.14,,84,62,13,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-08-14,5.82,,74,69,15,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-08-15,10.07,,71,62,21,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-08-16,6.26,,74,61,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-08-17,5.14,,84,60,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-08-18,7.83,,85,63,19.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-08-19,7.16,,85,68,16.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-08-20,7.16,,84,68,15,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-08-21,9.84,,85,66,21,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-08-22,10.51,,79,64,23,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2011-08-23,6.04,,78,58,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2011-08-24,9.17,,79,59,19.9,,,,,,,,,,,,,,,,,,,,
